TAZ_ORIGINAL,AVGTTS,DIST,PCTDETOUR,TERMINALTIME
200241,0,0,0,1
200242,0,0,0,1
200243,0,0,0,1
200244,0,0,0,1
200245,0,0,0,1
200246,0,0,0,1
200247,0,0,0,1
200248,0,0,0,1
200249,0,0,0,1
200250,0,0,0,1
200251,0,0,0,1
200253,0,0,0,1
200254,0,0,0,1
200255,0,0,0,1
200256,0,0,0,1
200257,0,0,0,1
200258,0,0,0,1
200259,0,0,0,1
200260,0,0,0,1
200261,0,0,0,1
200262,0,0,0,1
200263,0,0,0,1
200264,0,0,0,1
200265,0,0,0,1
200266,0,0,0,1
200267,0,0,0,1
200268,0,0,0,1
200269,0,0,0,1
200270,0,0,0,1
200271,0,0,0,1
200272,0,0,0,1
200273,0,0,0,1
200274,0,0,0,1
200275,0,0,0,1
200276,0,0,0,1
200277,0,0,0,1
200278,0,0,0,1
200279,0,0,0,1
200280,0,0,0,1
200281,0,0,0,1
200282,0,0,0,1
200283,0,0,0,1
200284,0,0,0,1
200285,0,0,0,1
200286,0,0,0,1
200287,0,0,0,1
200289,0,0,0,1
200290,0,0,0,1
200292,0,0,0,1
200293,0,0,0,1
200294,0,0,0,1
200295,0,0,0,1
200296,0,0,0,1
200297,0,0,0,1
200298,0,0,0,1
200299,0,0,0,1
200300,0,0,0,1
200301,0,0,0,1
200302,0,0,0,1
200303,0,0,0,1
200304,0,0,0,1
200305,0,0,0,1
200306,0,0,0,1
200307,0,0,0,1
200308,0,0,0,1
200309,0,0,0,1
200310,0,0,0,1
200311,0,0,0,1
200312,0,0,0,1
200313,0,0,0,1
200314,0,0,0,1
200315,0,0,0,1
200316,0,0,0,1
200317,0,0,0,1
200318,0,0,0,1
200319,0,0,0,1
200320,0,0,0,1
200321,0,0,0,1
200322,0,0,0,1
200323,0,0,0,1
200324,0,0,0,1
200325,0,0,0,1
200326,0,0,0,1
200327,0,0,0,1
200328,0,0,0,1
200329,0,0,0,1
200330,0,0,0,1
200331,0,0,0,1
200332,0,0,0,1
200333,0,0,0,1
200334,0,0,0,1
200335,0,0,0,1
200336,0,0,0,1
200337,0,0,0,1
200338,0,0,0,1
200339,0,0,0,1
200340,0,0,0,1
200341,0,0,0,1
200342,0,0,0,1
200344,0,0,0,1
200345,0,0,0,1
200346,0,0,0,1
200347,0,0,0,1
200348,0,0,0,1
200349,0,0,0,1
200350,0,0,0,1
200351,0,0,0,1
200352,0,0,0,1
200353,0,0,0,1
200354,0,0,0,1
200355,0,0,0,1
200356,0,0,0,1
200357,0,0,0,1
200358,0,0,0,1
200359,0,0,0,1
200360,0,0,0,1
200361,0,0,0,1
200362,0,0,0,1
200363,0,0,0,1
200364,0,0,0,1
200365,0,0,0,1
200366,0,0,0,1
200367,0,0,0,1
200368,0,0,0,1
200369,0,0,0,1
200371,0,0,0,1
200374,0,0,0,1
200375,0,0,0,1
200376,0,0,0,1
200377,0,0,0,1
200378,0,0,0,1
200379,0,0,0,1
200380,0,0,0,1
200381,0,0,0,1
200382,0,0,0,1
200383,0,0,0,1
200384,0,0,0,1
200385,0,0,0,1
200386,0,0,0,1
200387,0,0,0,1
200388,0,0,0,1
200389,0,0,0,1
200390,0,0,0,1
200391,0,0,0,1
200392,0,0,0,1
200393,0,0,0,1
200394,0,0,0,1
200395,0,0,0,1
200396,0,0,0,1
200397,0,0,0,1
200398,0,0,0,1
200399,0,0,0,1
200400,0,0,0,1
200401,0,0,0,1
200402,0,0,0,1
200403,0,0,0,1
200404,0,0,0,1
200405,0,0,0,1
200406,0,0,0,1
200407,0,0,0,1
200408,0,0,0,1
200409,0,0,0,1
200410,0,0,0,1
200411,0,0,0,1
200412,0,0,0,1
200413,0,0,0,1
200415,0,0,0,1
200416,0,0,0,1
200419,0,0,0,1
200420,0,0,0,1
200421,0,0,0,1
200422,0,0,0,1
200423,0,0,0,1
200424,0,0,0,1
200425,0,0,0,1
200426,0,0,0,1
200427,0,0,0,1
200428,0,0,0,1
200429,0,0,0,1
200430,0,0,0,1
200431,0,0,0,1
200432,0,0,0,1
200433,0,0,0,1
200434,0,0,0,1
200435,0,0,0,1
200436,0,0,0,1
200437,0,0,0,1
200438,0,0,0,1
200439,0,0,0,1
200440,0,0,0,1
200441,0,0,0,1
200442,0,0,0,1
200443,0,0,0,1
200444,0,0,0,1
200445,0,0,0,1
200446,0,0,0,1
200447,0,0,0,1
200448,0,0,0,1
200449,0,0,0,1
200450,0,0,0,1
200451,0,0,0,1
200452,0,0,0,1
200453,0,0,0,1
200454,0,0,0,1
200455,0,0,0,1
200456,0,0,0,1
200457,0,0,0,1
200458,0,0,0,1
200459,0,0,0,1
200460,0,0,0,1
200461,0,0,0,1
200462,0,0,0,1
200463,0,0,0,1
200464,0,0,0,1
200465,0,0,0,1
200466,0,0,0,1
200467,0,0,0,1
200468,0,0,0,1
200469,0,0,0,1
200470,0,0,0,1
200471,0,0,0,1
200472,0,0,0,1
200473,0,0,0,1
200474,0,0,0,1
200475,0,0,0,1
200476,0,0,0,1
200477,0,0,0,1
200478,0,0,0,1
200479,0,0,0,1
200480,0,0,0,1
200481,0,0,0,1
200482,0,0,0,1
200484,0,0,0,1
200485,0,0,0,1
200486,0,0,0,1
200487,0,0,0,1
200488,0,0,0,1
200489,0,0,0,1
200490,0,0,0,1
200491,0,0,0,1
200493,0,0,0,1
200494,0,0,0,1
200495,0,0,0,1
200496,0,0,0,1
200497,0,0,0,1
200498,0,0,0,1
200500,0,0,0,1
200501,0,0,0,1
200503,0,0,0,1
200505,0,0,0,1
200506,0,0,0,1
200507,0,0,0,1
200508,0,0,0,1
200509,0,0,0,1
200510,0,0,0,1
200511,0,0,0,1
200512,0,0,0,1
200513,0,0,0,1
200514,0,0,0,1
200515,0,0,0,1
200516,0,0,0,1
200517,0,0,0,1
200518,0,0,0,1
200519,0,0,0,1
200520,0,0,0,1
200521,0,0,0,1
200522,0,0,0,1
200523,0,0,0,1
200524,0,0,0,1
200525,0,0,0,1
200526,0,0,0,1
200527,0,0,0,1
200528,0,0,0,1
200529,0,0,0,1
200530,0,0,0,1
200531,0,0,0,1
200532,0,0,0,1
200533,0,0,0,1
200534,0,0,0,1
200535,0,0,0,1
200536,0,0,0,1
200537,0,0,0,1
200538,0,0,0,1
200540,0,0,0,1
200541,0,0,0,1
200542,0,0,0,1
200543,0,0,0,1
200544,0,0,0,1
200545,0,0,0,1
200546,0,0,0,1
200547,0,0,0,1
200548,0,0,0,1
200550,0,0,0,1
200551,0,0,0,1
200553,0,0,0,1
200554,0,0,0,1
200555,0,0,0,1
200556,0,0,0,1
200557,0,0,0,1
200558,0,0,0,1
200559,0,0,0,1
200560,0,0,0,1
200561,0,0,0,1
200562,0,0,0,1
200563,0,0,0,1
200564,0,0,0,1
200565,0,0,0,1
200566,0,0,0,1
200567,0,0,0,1
200568,0,0,0,1
200569,0,0,0,1
200570,0,0,0,1
200571,0,0,0,1
200572,0,0,0,1
200573,0,0,0,1
200574,0,0,0,1
200575,0,0,0,1
200576,0,0,0,1
200577,0,0,0,1
200578,0,0,0,1
200579,0,0,0,1
200580,0,0,0,1
200581,0,0,0,1
200582,0,0,0,1
200583,0,0,0,1
200584,0,0,0,1
200585,0,0,0,1
200586,0,0,0,1
200587,0,0,0,1
200588,0,0,0,1
200589,0,0,0,1
200590,0,0,0,1
200593,0,0,0,1
200595,0,0,0,1
200596,0,0,0,1
200597,0,0,0,1
200598,0,0,0,1
200599,0,0,0,1
200600,0,0,0,1
200601,0,0,0,1
200602,0,0,0,1
200603,0,0,0,1
200604,0,0,0,1
200605,0,0,0,1
200606,0,0,0,1
200607,0,0,0,1
200608,0,0,0,1
200609,0,0,0,1
200610,0,0,0,1
200611,0,0,0,1
200612,0,0,0,1
200613,0,0,0,1
200614,0,0,0,1
200615,0,0,0,1
200616,0,0,0,1
200617,0,0,0,1
200618,0,0,0,1
200619,0,0,0,1
200620,0,0,0,1
200621,0,0,0,1
200622,0,0,0,1
200623,0,0,0,1
200624,0,0,0,1
200625,0,0,0,1
200626,0,0,0,1
200627,0,0,0,1
200628,0,0,0,1
200630,0,0,0,1
200631,0,0,0,1
200632,0,0,0,1
200633,0,0,0,1
200634,0,0,0,1
200635,0,0,0,1
200636,0,0,0,1
200637,0,0,0,1
200638,0,0,0,1
200639,0,0,0,1
200641,0,0,0,1
200642,0,0,0,1
200643,0,0,0,1
200645,0,0,0,1
200646,0,0,0,1
200647,0,0,0,1
200648,0,0,0,1
200649,0,0,0,1
200650,0,0,0,1
200651,0,0,0,1
200652,0,0,0,1
200653,0,0,0,1
200654,0,0,0,1
200656,0,0,0,1
200657,0,0,0,1
200658,0,0,0,1
200659,0,0,0,1
200660,0,0,0,1
200661,0,0,0,1
200662,0,0,0,1
200663,0,0,0,1
200664,0,0,0,1
200665,0,0,0,1
200666,0,0,0,1
200667,0,0,0,1
200668,0,0,0,1
200669,0,0,0,1
200670,0,0,0,1
200671,0,0,0,1
200672,0,0,0,1
200673,0,0,0,1
200675,0,0,0,1
200676,0,0,0,1
200677,0,0,0,1
200678,0,0,0,1
200679,0,0,0,1
200680,0,0,0,1
200681,0,0,0,1
200682,0,0,0,1
200683,0,0,0,1
200684,0,0,0,1
200685,0,0,0,1
200686,0,0,0,1
200687,0,0,0,1
200688,0,0,0,1
200689,0,0,0,1
200690,0,0,0,1
200692,0,0,0,1
200693,0,0,0,1
200694,0,0,0,1
200695,0,0,0,1
200696,0,0,0,1
200697,0,0,0,1
200698,0,0,0,1
200699,0,0,0,1
200700,0,0,0,1
200702,0,0,0,1
200703,0,0,0,1
200705,0,0,0,1
200706,0,0,0,1
200707,0,0,0,1
200708,0,0,0,1
200709,0,0,0,1
200710,0,0,0,1
200711,0,0,0,1
200712,0,0,0,1
200713,0,0,0,1
200714,0,0,0,1
200715,0,0,0,1
200716,0,0,0,1
200718,0,0,0,1
200720,0,0,0,1
200721,0,0,0,1
200722,0,0,0,1
200723,0,0,0,1
200724,0,0,0,1
200725,0,0,0,1
200726,0,0,0,1
200727,0,0,0,1
200730,0,0,0,1
200731,0,0,0,1
200732,0,0,0,1
200733,0,0,0,1
200734,0,0,0,1
200735,0,0,0,1
200736,0,0,0,1
200737,0,0,0,1
200738,0,0,0,1
200739,0,0,0,1
200740,0,0,0,1
200741,0,0,0,1
200743,0,0,0,1
200744,0,0,0,1
200745,0,0,0,1
200747,0,0,0,1
200748,0,0,0,1
200750,0,0,0,1
200751,0,0,0,1
200752,0,0,0,1
200753,0,0,0,1
200754,0,0,0,1
200755,0,0,0,1
200756,0,0,0,1
200757,0,0,0,1
200758,0,0,0,1
200759,0,0,0,1
200760,0,0,0,1
200762,0,0,0,1
200763,0,0,0,1
200764,0,0,0,1
200765,0,0,0,1
200766,0,0,0,1
200767,0,0,0,1
200768,0,0,0,1
200769,0,0,0,1
200770,0,0,0,1
200771,0,0,0,1
200773,0,0,0,1
200774,0,0,0,1
200775,0,0,0,1
200776,0,0,0,1
200777,0,0,0,1
200778,0,0,0,1
200779,0,0,0,1
200780,0,0,0,1
200781,0,0,0,1
200782,0,0,0,1
200783,0,0,0,1
200784,0,0,0,1
200785,0,0,0,1
200786,0,0,0,1
200788,0,0,0,1
200790,0,0,0,1
200791,0,0,0,1
200792,0,0,0,1
200793,0,0,0,1
200794,0,0,0,1
200796,0,0,0,1
200797,0,0,0,1
200798,0,0,0,1
200799,0,0,0,1
200800,0,0,0,1
200801,0,0,0,1
200802,0,0,0,1
200803,0,0,0,1
200804,0,0,0,1
200805,0,0,0,1
200806,0,0,0,1
200807,0,0,0,1
200808,0,0,0,1
200809,0,0,0,1
200810,0,0,0,1
200811,0,0,0,1
200812,0,0,0,1
200813,0,0,0,1
200814,0,0,0,1
200815,0,0,0,1
200816,0,0,0,1
200817,0,0,0,1
200818,0,0,0,1
200819,0,0,0,1
200821,0,0,0,1
200822,0,0,0,1
200823,0,0,0,1
200824,0,0,0,1
200825,0,0,0,1
200827,0,0,0,1
200829,0,0,0,1
200830,0,0,0,1
200831,0,0,0,1
200832,0,0,0,1
200833,0,0,0,1
200834,0,0,0,1
200835,0,0,0,1
200836,0,0,0,1
200837,0,0,0,1
200838,0,0,0,1
200839,0,0,0,1
200840,0,0,0,1
200841,0,0,0,1
200842,0,0,0,1
200843,0,0,0,1
200844,0,0,0,1
200845,0,0,0,1
200846,0,0,0,1
200847,0,0,0,1
200848,0,0,0,1
200849,0,0,0,1
200850,0,0,0,1
200851,0,0,0,1
200852,0,0,0,1
200853,0,0,0,1
200854,0,0,0,1
200855,0,0,0,1
200856,0,0,0,1
200857,0,0,0,1
200858,0,0,0,1
200859,0,0,0,1
200860,0,0,0,1
200861,0,0,0,1
200862,0,0,0,1
200863,0,0,0,1
200864,0,0,0,1
200865,0,0,0,1
200866,0,0,0,1
200867,0,0,0,1
200868,0,0,0,1
200869,0,0,0,1
200870,0,0,0,1
200871,0,0,0,1
200872,0,0,0,1
200874,0,0,0,1
200875,0,0,0,1
200876,0,0,0,1
200877,0,0,0,1
200878,0,0,0,1
200879,0,0,0,1
200881,0,0,0,1
200883,0,0,0,1
200884,0,0,0,1
200885,0,0,0,1
200886,0,0,0,1
200887,0,0,0,1
200888,0,0,0,1
200889,0,0,0,1
200890,0,0,0,1
200893,0,0,0,1
200894,0,0,0,1
200895,0,0,0,1
200896,0,0,0,1
200897,0,0,0,1
200898,0,0,0,1
200899,0,0,0,1
200900,0,0,0,1
200901,0,0,0,1
200902,0,0,0,1
200903,0,0,0,1
200904,0,0,0,1
200905,0,0,0,1
200906,0,0,0,1
200907,0,0,0,1
200908,0,0,0,1
200909,0,0,0,1
200910,0,0,0,1
200911,0,0,0,1
200912,0,0,0,1
200913,0,0,0,1
200914,0,0,0,1
200915,0,0,0,1
200916,0,0,0,1
200917,0,0,0,1
200919,0,0,0,1
200920,0,0,0,1
200921,0,0,0,1
200922,0,0,0,1
200925,0,0,0,1
200926,0,0,0,1
200927,0,0,0,1
200928,0,0,0,1
200929,0,0,0,1
200930,0,0,0,1
200932,0,0,0,1
200933,0,0,0,1
200934,0,0,0,1
200935,0,0,0,1
200936,0,0,0,1
200938,0,0,0,1
200939,0,0,0,1
200940,0,0,0,1
200941,0,0,0,1
200942,0,0,0,1
200943,0,0,0,1
200944,0,0,0,1
200945,0,0,0,1
200946,0,0,0,1
200947,0,0,0,1
200948,0,0,0,1
200949,0,0,0,1
200951,0,0,0,1
200953,0,0,0,1
200954,0,0,0,1
200955,0,0,0,1
200956,0,0,0,1
200957,0,0,0,1
200958,0,0,0,1
200959,0,0,0,1
200960,0,0,0,1
200961,0,0,0,1
200964,0,0,0,1
200966,0,0,0,1
200967,0,0,0,1
200968,0,0,0,1
200969,0,0,0,1
200970,0,0,0,1
200971,0,0,0,1
200972,0,0,0,1
200973,0,0,0,1
200974,0,0,0,1
200975,0,0,0,1
200976,0,0,0,1
200977,0,0,0,1
200978,0,0,0,1
200979,0,0,0,1
200980,0,0,0,1
200981,0,0,0,1
200982,0,0,0,1
200983,0,0,0,1
200984,0,0,0,1
200985,0,0,0,1
200986,0,0,0,1
200987,0,0,0,1
200989,0,0,0,1
200990,0,0,0,1
200991,0,0,0,1
200992,0,0,0,1
200993,0,0,0,1
200994,0,0,0,1
200995,0,0,0,1
200996,0,0,0,1
200997,0,0,0,1
200998,0,0,0,1
200999,0,0,0,1
201000,0,0,0,1
201002,0,0,0,1
201004,0,0,0,1
201007,0,0,0,1
201008,0,0,0,1
201009,0,0,0,1
201010,0,0,0,1
201011,0,0,0,1
201012,0,0,0,1
201013,0,0,0,1
201014,0,0,0,1
201015,0,0,0,1
201017,0,0,0,1
201018,0,0,0,1
201019,0,0,0,1
201020,0,0,0,1
201021,0,0,0,1
201022,0,0,0,1
201023,0,0,0,1
201024,0,0,0,1
201025,0,0,0,1
201026,0,0,0,1
201027,0,0,0,1
201028,0,0,0,1
201030,0,0,0,1
201031,0,0,0,1
201032,0,0,0,1
201033,0,0,0,1
201034,0,0,0,1
201035,0,0,0,1
201036,0,0,0,1
201037,0,0,0,1
201038,0,0,0,1
201039,0,0,0,1
201040,0,0,0,1
201041,0,0,0,1
201042,0,0,0,1
201043,0,0,0,1
201044,0,0,0,1
201046,0,0,0,1
201047,0,0,0,1
201048,0,0,0,1
201049,0,0,0,1
201050,0,0,0,1
201051,0,0,0,1
201052,0,0,0,1
201053,0,0,0,1
201054,0,0,0,1
201055,0,0,0,1
201056,0,0,0,1
201057,0,0,0,1
201058,0,0,0,1
201059,0,0,0,1
201060,0,0,0,1
201061,0,0,0,1
201062,0,0,0,1
201063,0,0,0,1
201064,0,0,0,1
201065,0,0,0,1
201066,0,0,0,1
201068,0,0,0,1
201069,0,0,0,1
201070,0,0,0,1
201071,0,0,0,1
201072,0,0,0,1
201073,0,0,0,1
201074,0,0,0,1
201075,0,0,0,1
201076,0,0,0,1
201077,0,0,0,1
201078,0,0,0,1
201079,0,0,0,1
201080,0,0,0,1
201081,0,0,0,1
201082,0,0,0,1
201083,0,0,0,1
201084,0,0,0,1
201085,0,0,0,1
201086,0,0,0,1
201087,0,0,0,1
201088,0,0,0,1
201089,0,0,0,1
201090,0,0,0,1
201091,0,0,0,1
201092,0,0,0,1
201093,0,0,0,1
300001,0,0,0,1
300002,0,0,0,1
300003,0,0,0,1
300004,0,0,0,1
300005,0,0,0,1
300006,0,0,0,1
300007,0,0,0,1
300008,0,0,0,1
300009,0,0,0,1
300010,0,0,0,1
300011,0,0,0,1
300012,0,0,0,1
300013,0,0,0,1
300014,0,0,0,1
300015,0,0,0,1
300016,0,0,0,1
300017,0,0,0,1
300018,0,0,0,1
300019,0,0,0,1
300020,0,0,0,1
300021,0,0,0,1
300022,0,0,0,1
300023,0,0,0,1
300024,0,0,0,1
300025,0,0,0,1
300026,0,0,0,1
300027,0,0,0,1
300028,0,0,0,1
300029,0,0,0,1
300030,0,0,0,1
300031,0,0,0,1
300032,0,0,0,1
300033,0,0,0,1
300034,0,0,0,1
300035,0,0,0,1
300036,0,0,0,1
300037,0,0,0,1
300038,0,0,0,1
300039,0,0,0,1
300040,0,0,0,1
300041,0,0,0,1
300042,0,0,0,1
300043,0,0,0,1
300044,0,0,0,1
300046,0,0,0,1
300047,0,0,0,1
300048,0,0,0,1
300049,0,0,0,1
300050,0,0,0,1
300051,0,0,0,1
300052,0,0,0,1
300053,0,0,0,1
300054,0,0,0,1
300055,0,0,0,1
300056,0,0,0,1
300057,0,0,0,1
300058,0,0,0,1
300059,0,0,0,1
300060,0,0,0,1
300061,0,0,0,1
300062,0,0,0,1
300063,0,0,0,1
300064,0,0,0,1
300065,0,0,0,1
300066,0,0,0,1
300067,0,0,0,1
300068,0,0,0,1
300069,0,0,0,1
300070,0,0,0,1
300071,0,0,0,1
300072,0,0,0,1
300073,0,0,0,1
300074,0,0,0,1
300075,0,0,0,1
300076,0,0,0,1
300077,0,0,0,1
300078,0,0,0,1
300079,0,0,0,1
300080,0,0,0,1
300081,0,0,0,1
300082,0,0,0,1
300083,0,0,0,1
300084,0,0,0,1
300085,0,0,0,1
300086,0,0,0,1
300087,0,0,0,1
300088,0,0,0,1
300089,0,0,0,1
300090,0,0,0,1
300092,0,0,0,1
300093,0,0,0,1
300094,0,0,0,1
300095,0,0,0,1
300096,0,0,0,1
300097,0,0,0,1
300098,0,0,0,1
300099,0,0,0,1
300100,0,0,0,1
300101,0,0,0,1
300102,0,0,0,1
300103,0,0,0,1
300104,0,0,0,1
300105,0,0,0,1
300106,0,0,0,1
300107,0,0,0,1
300108,0,0,0,1
300109,0,0,0,1
300110,0,0,0,1
300111,0,0,0,1
300112,0,0,0,1
300113,0,0,0,1
300114,0,0,0,1
300115,0,0,0,1
300116,0,0,0,1
300118,0,0,0,1
300119,0,0,0,1
300120,0,0,0,1
300121,0,0,0,1
300122,0,0,0,1
300123,0,0,0,1
300124,0,0,0,1
300125,0,0,0,1
300126,0,0,0,1
300127,0,0,0,1
300128,0,0,0,1
300129,0,0,0,1
300130,0,0,0,1
300131,0,0,0,1
300132,0,0,0,1
300133,0,0,0,1
300134,0,0,0,1
300135,0,0,0,1
300136,0,0,0,1
300137,0,0,0,1
300138,0,0,0,1
300139,0,0,0,1
300140,0,0,0,1
300141,0,0,0,1
300142,0,0,0,1
300143,0,0,0,1
300144,0,0,0,1
300145,0,0,0,1
300146,0,0,0,1
300147,0,0,0,1
300148,0,0,0,1
300149,0,0,0,1
300150,0,0,0,1
300151,0,0,0,1
300153,0,0,0,1
300154,0,0,0,1
300155,0,0,0,1
300156,0,0,0,1
300157,0,0,0,1
300158,0,0,0,1
300159,0,0,0,1
300160,0,0,0,1
300161,0,0,0,1
300162,0,0,0,1
300163,0,0,0,1
300164,0,0,0,1
300165,0,0,0,1
300166,0,0,0,1
300167,0,0,0,1
300168,0,0,0,1
300169,0,0,0,1
300170,0,0,0,1
300171,0,0,0,1
300172,0,0,0,1
300173,0,0,0,1
300174,0,0,0,1
300175,0,0,0,1
300176,0,0,0,1
300177,0,0,0,1
300178,0,0,0,1
300179,0,0,0,1
300180,0,0,0,1
300181,0,0,0,1
300182,0,0,0,1
300183,0,0,0,1
300184,0,0,0,1
300185,0,0,0,1
300186,0,0,0,1
300187,0,0,0,1
300188,0,0,0,1
300189,0,0,0,1
300190,0,0,0,1
300191,0,0,0,1
300192,0,0,0,1
300193,0,0,0,1
300194,0,0,0,1
300195,0,0,0,1
300196,0,0,0,1
300197,0,0,0,1
300198,0,0,0,1
300199,0,0,0,1
300200,0,0,0,1
300201,0,0,0,1
300202,0,0,0,1
300203,0,0,0,1
300204,0,0,0,1
300205,0,0,0,1
300206,0,0,0,1
300207,0,0,0,1
300208,0,0,0,1
300209,0,0,0,1
300210,0,0,0,1
300211,0,0,0,1
300212,0,0,0,1
300213,0,0,0,1
300214,0,0,0,1
300215,0,0,0,1
300216,0,0,0,1
300217,0,0,0,1
300218,0,0,0,1
300219,0,0,0,1
300220,0,0,0,1
300221,0,0,0,1
300222,0,0,0,1
300223,0,0,0,1
300224,0,0,0,1
300225,0,0,0,1
300226,0,0,0,1
300227,0,0,0,1
300228,0,0,0,1
300229,0,0,0,1
300231,0,0,0,1
300232,0,0,0,1
300233,0,0,0,1
300234,0,0,0,1
300235,0,0,0,1
300236,0,0,0,1
300237,0,0,0,1
300238,0,0,0,1
300239,0,0,0,1
300240,0,0,0,1
300241,0,0,0,1
300242,0,0,0,1
300243,0,0,0,1
300244,0,0,0,1
300245,0,0,0,1
300246,0,0,0,1
300247,0,0,0,1
300248,0,0,0,1
300249,0,0,0,1
300250,0,0,0,1
300251,0,0,0,1
300252,0,0,0,1
300253,0,0,0,1
300254,0,0,0,1
300255,0,0,0,1
300256,0,0,0,1
300257,0,0,0,1
300258,0,0,0,1
300259,0,0,0,1
300260,0,0,0,1
300261,0,0,0,1
300262,0,0,0,1
300263,0,0,0,1
300264,0,0,0,1
300265,0,0,0,1
300266,0,0,0,1
300267,0,0,0,1
300268,0,0,0,1
300269,0,0,0,1
300270,0,0,0,1
300271,0,0,0,1
300272,0,0,0,1
300273,0,0,0,1
300274,0,0,0,1
300275,0,0,0,1
300276,0,0,0,1
300277,0,0,0,1
300279,0,0,0,1
300280,0,0,0,1
300281,0,0,0,1
300282,0,0,0,1
300283,0,0,0,1
300284,0,0,0,1
300286,0,0,0,1
300287,0,0,0,1
300288,0,0,0,1
300289,0,0,0,1
300290,0,0,0,1
300291,0,0,0,1
300292,0,0,0,1
300293,0,0,0,1
300295,0,0,0,1
300296,0,0,0,1
300297,0,0,0,1
300298,0,0,0,1
300299,0,0,0,1
300300,0,0,0,1
300301,0,0,0,1
300302,0,0,0,1
300303,0,0,0,1
300304,0,0,0,1
300305,0,0,0,1
300306,0,0,0,1
300307,0,0,0,1
300308,0,0,0,1
300309,0,0,0,1
300310,0,0,0,1
300311,0,0,0,1
300312,0,0,0,1
300313,0,0,0,1
300314,0,0,0,1
300315,0,0,0,1
300316,0,0,0,1
300317,0,0,0,1
300318,0,0,0,1
300319,0,0,0,1
300320,0,0,0,1
300321,0,0,0,1
300322,0,0,0,1
300323,0,0,0,1
300324,0,0,0,1
300325,0,0,0,1
300326,0,0,0,1
300327,0,0,0,1
300328,0,0,0,1
300329,0,0,0,1
300330,0,0,0,1
300331,0,0,0,1
300332,0,0,0,1
300333,0,0,0,1
300334,0,0,0,1
300335,0,0,0,1
300336,0,0,0,1
300337,0,0,0,1
300338,0,0,0,1
300339,0,0,0,1
300340,0,0,0,1
300341,0,0,0,1
300342,0,0,0,1
300343,0,0,0,1
300344,0,0,0,1
300345,0,0,0,1
300346,0,0,0,1
300347,0,0,0,1
300348,0,0,0,1
300349,0,0,0,1
300350,0,0,0,1
300351,0,0,0,1
300352,0,0,0,1
300353,0,0,0,1
300354,0,0,0,1
300355,0,0,0,1
300356,0,0,0,1
300357,0,0,0,1
300358,0,0,0,1
300359,0,0,0,1
300360,0,0,0,1
300361,0,0,0,1
300362,0,0,0,1
